company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,adjusted_scheduled_time,was_negative
G7,4491,04-08-2025,ORD,CAE,2025-08-04T18:30:00Z,2025-08-04T21:45:00Z,2025-08-04T18:25:00Z,2025-08-04T21:51:00Z,50,CRJ-550,Express,100,46,29,100,False
UA,2039,11-08-2025,ORD,MCO,2025-08-11T17:51:00Z,2025-08-11T21:47:00Z,2025-08-11T17:49:00Z,2025-08-11T21:27:00Z,200,A321-2NX,Mainline,74,101,62,74,False
UA,3,01-08-2025,ORD,ZRH,2025-08-01T15:55:00Z,2025-08-02T07:45:00Z,2025-08-01T15:43:00Z,2025-08-02T06:58:00Z,167,B767-300,Mainline,185,184,145,185,False
YX,3638,11-08-2025,ORD,CHS,2025-08-11T10:35:00Z,2025-08-11T14:02:00Z,2025-08-11T10:29:00Z,2025-08-11T13:40:00Z,76,ERJ-175,Express,78,80,34,78,False
OO,5219,06-08-2025,ORD,GRB,2025-08-06T20:20:00Z,2025-08-06T21:37:00Z,2025-08-06T20:40:00Z,2025-08-06T21:56:00Z,50,CRJ-550,Express,89,108,29,89,False
OO,5699,01-08-2025,ORD,SAV,2025-08-01T18:18:00Z,2025-08-01T21:50:00Z,2025-08-01T19:16:00Z,2025-08-01T22:36:00Z,76,ERJ-175,Express,80,112,70,80,False
UA,2683,10-08-2025,ORD,SAN,2025-08-10T14:06:00Z,2025-08-10T16:28:00Z,2025-08-10T14:53:00Z,2025-08-10T17:05:00Z,166,B737-800,Mainline,63,63,51,63,False
UA,1778,08-08-2025,ORD,OMA,2025-08-08T08:50:00Z,2025-08-08T10:32:00Z,2025-08-08T08:49:00Z,2025-08-08T10:33:00Z,126,A319-100,Mainline,68,82,43,68,False
YX,3604,04-08-2025,ORD,CMH,2025-08-04T19:35:00Z,2025-08-04T22:08:00Z,2025-08-04T19:34:00Z,2025-08-04T21:44:00Z,76,ERJ-175,Express,42,43,39,42,False
UA,2232,05-08-2025,ORD,MSP,2025-08-05T07:24:00Z,2025-08-05T09:03:00Z,2025-08-05T08:56:00Z,2025-08-05T10:30:00Z,166,B737-800,Mainline,454,511,51,454,False
UA,2278,07-08-2025,ORD,SEA,2025-08-07T16:15:00Z,2025-08-07T18:58:00Z,2025-08-07T21:48:00Z,2025-08-08T00:20:00Z,200,A321-2NX,Mainline,-240,79,70,80.0,True
YX,3440,13-08-2025,ORD,YYZ,2025-08-13T07:04:00Z,2025-08-13T09:58:00Z,2025-08-13T07:02:00Z,2025-08-13T09:45:00Z,76,ERJ-175,Express,1094,1106,42,1094,False
OO,5448,09-08-2025,ORD,FWA,2025-08-09T14:00:00Z,2025-08-09T16:12:00Z,2025-08-09T15:51:00Z,2025-08-09T17:55:00Z,50,CRJ-200,Express,-16,112,29,126.0,True
OO,5565,13-08-2025,ORD,CHO,2025-08-13T14:04:00Z,2025-08-13T17:43:00Z,2025-08-13T14:15:00Z,2025-08-13T17:43:00Z,50,CRJ-550,Express,41,77,29,41,False
YX,3520,06-08-2025,ORD,BDL,2025-08-06T08:50:00Z,2025-08-06T12:22:00Z,2025-08-06T08:46:00Z,2025-08-06T12:20:00Z,76,ERJ-175,Express,1087,1093,34,1087,False
UA,2038,06-08-2025,ORD,BUF,2025-08-06T07:15:00Z,2025-08-06T09:54:00Z,2025-08-06T07:06:00Z,2025-08-06T09:39:00Z,126,A319-100,Mainline,599,617,43,599,False
UA,1316,15-08-2025,ORD,SRQ,2025-08-15T11:14:00Z,2025-08-15T15:10:00Z,2025-08-15T11:04:00Z,2025-08-15T14:57:00Z,126,B737-700,Mainline,105,112,43,105,False
UA,1761,07-08-2025,ORD,FAT,2025-08-07T19:57:00Z,2025-08-07T22:30:00Z,2025-08-07T20:04:00Z,2025-08-07T22:35:00Z,126,B737-700,Mainline,167,161,51,167,False
G7,4571,12-08-2025,ORD,XNA,2025-08-12T20:00:00Z,2025-08-12T22:06:00Z,2025-08-12T23:02:00Z,2025-08-13T01:01:00Z,50,CRJ-550,Express,405,556,29,405,False
UA,2862,14-08-2025,ORD,IAD,2025-08-14T10:50:00Z,2025-08-14T13:49:00Z,2025-08-14T10:49:00Z,2025-08-14T13:34:00Z,179,B737-MAX9,Mainline,67,78,56,67,False
UA,2195,02-08-2025,ORD,BDL,2025-08-02T11:06:00Z,2025-08-02T14:24:00Z,2025-08-02T12:08:00Z,2025-08-02T15:06:00Z,166,B737-800,Mainline,-33,51,51,79.0,True
YX,3604,05-08-2025,ORD,CMH,2025-08-05T19:35:00Z,2025-08-05T22:08:00Z,2025-08-05T19:28:00Z,2025-08-05T21:50:00Z,76,ERJ-175,Express,49,48,39,49,False
UA,1741,10-08-2025,ORD,JAC,2025-08-10T09:20:00Z,2025-08-10T11:35:00Z,2025-08-10T09:16:00Z,2025-08-10T11:39:00Z,126,B737-700,Mainline,107,120,43,107,False
YX,3464,06-08-2025,ORD,PIT,2025-08-06T21:15:00Z,2025-08-06T23:58:00Z,2025-08-06T21:38:00Z,2025-08-07T00:01:00Z,70,ERJ-170,Express,164,183,34,164,False
G7,4517,01-08-2025,ORD,SCE,2025-08-01T14:10:00Z,2025-08-01T17:01:00Z,2025-08-01T13:58:00Z,2025-08-01T16:40:00Z,50,CRJ-550,Express,127,139,29,127,False
OO,5108,01-08-2025,ORD,SLN,2025-08-01T16:45:00Z,2025-08-01T18:50:00Z,2025-08-01T16:46:00Z,2025-08-01T18:47:00Z,50,CRJ-200,Express,70,92,29,70,False
UA,1324,01-08-2025,ORD,SFO,2025-08-01T19:48:00Z,2025-08-01T22:38:00Z,2025-08-01T19:58:00Z,2025-08-01T22:39:00Z,200,A321-2NX,Mainline,84,94,62,84,False
UA,2440,04-08-2025,ORD,LAS,2025-08-04T13:02:00Z,2025-08-04T15:03:00Z,2025-08-04T13:39:00Z,2025-08-04T15:46:00Z,179,B737-MAX9,Mainline,226,177,62,226,False
UA,987,09-08-2025,ORD,CDG,2025-08-09T18:00:00Z,2025-08-10T09:20:00Z,2025-08-09T18:15:00Z,2025-08-10T09:31:00Z,318,B787-10,Mainline,185,190,155,185,False
OO,5836,07-08-2025,ORD,TYS,2025-08-07T10:35:00Z,2025-08-07T13:21:00Z,2025-08-07T10:28:00Z,2025-08-07T12:53:00Z,50,CRJ-550,Express,47,65,29,47,False
UA,611,13-08-2025,ORD,SFO,2025-08-13T07:20:00Z,2025-08-13T10:02:00Z,2025-08-13T07:13:00Z,2025-08-13T09:48:00Z,234,B757-300,Mainline,95,63,72,95,False
UA,2627,15-08-2025,ORD,MSP,2025-08-15T21:50:00Z,2025-08-15T23:28:00Z,2025-08-15T21:50:00Z,2025-08-15T23:40:00Z,179,B737-900,Mainline,130,154,119,130,False
UA,445,06-08-2025,ORD,ANC,2025-08-06T15:50:00Z,2025-08-06T19:35:00Z,2025-08-06T15:49:00Z,2025-08-06T19:27:00Z,179,B737-MAX9,Mainline,68,63,56,68,False
UA,2113,14-08-2025,ORD,FSD,2025-08-14T20:08:00Z,2025-08-14T22:00:00Z,2025-08-14T21:53:00Z,2025-08-14T23:27:00Z,166,B737-800,Mainline,-9,46,51,99.0,True
UA,2640,08-08-2025,ORD,DCA,2025-08-08T15:00:00Z,2025-08-08T18:02:00Z,2025-08-08T14:51:00Z,2025-08-08T18:10:00Z,126,B737-700,Mainline,123,120,43,123,False
G7,4588,07-08-2025,ORD,MDT,2025-08-07T13:55:00Z,2025-08-07T16:57:00Z,2025-08-07T13:56:00Z,2025-08-07T16:44:00Z,50,CRJ-550,Express,58,76,29,58,False
UA,1830,01-08-2025,ORD,DSM,2025-08-01T13:12:00Z,2025-08-01T14:41:00Z,2025-08-01T13:16:00Z,2025-08-01T14:36:00Z,150,A320-200,Mainline,58,58,46,58,False
UA,466,15-08-2025,ORD,DCA,2025-08-15T10:00:00Z,2025-08-15T12:58:00Z,2025-08-15T10:39:00Z,2025-08-15T13:46:00Z,126,A319-100,Mainline,5,65,43,5,False
UA,1126,14-08-2025,ORD,CLE,2025-08-14T12:57:00Z,2025-08-14T15:24:00Z,2025-08-14T13:29:00Z,2025-08-14T15:38:00Z,126,B737-700,Mainline,0,47,43,,True
UA,1316,14-08-2025,ORD,SRQ,2025-08-14T11:14:00Z,2025-08-14T15:10:00Z,2025-08-14T11:07:00Z,2025-08-14T15:22:00Z,126,B737-700,Mainline,111,110,43,111,False
UA,265,07-08-2025,ORD,YYZ,2025-08-07T17:55:00Z,2025-08-07T20:44:00Z,2025-08-07T18:44:00Z,2025-08-07T21:26:00Z,126,A319-100,Mainline,49,55,52,49,False
UA,2323,02-08-2025,ORD,MCO,2025-08-02T09:15:00Z,2025-08-02T13:10:00Z,2025-08-02T09:18:00Z,2025-08-02T12:54:00Z,200,A321-2NX,Mainline,86,101,62,86,False
OO,5420,08-08-2025,ORD,MLI,2025-08-08T15:35:00Z,2025-08-08T16:43:00Z,2025-08-08T15:32:00Z,2025-08-08T16:23:00Z,50,CRJ-200,Express,69,64,29,69,False
UA,2179,05-08-2025,ORD,SFO,2025-08-05T18:20:00Z,2025-08-05T21:09:00Z,2025-08-05T18:19:00Z,2025-08-05T20:45:00Z,234,B757-300,Mainline,300,250,66,300,False
YX,3603,01-08-2025,ORD,CMH,2025-08-01T13:00:00Z,2025-08-01T15:35:00Z,2025-08-01T13:02:00Z,2025-08-01T15:23:00Z,76,ERJ-175,Express,55,56,34,55,False
OO,5843,05-08-2025,ORD,ECP,2025-08-05T10:50:00Z,2025-08-05T13:23:00Z,2025-08-05T10:44:00Z,2025-08-05T13:14:00Z,76,ERJ-175,Express,55,60,34,55,False
OO,4792,12-08-2025,ORD,ROA,2025-08-12T17:57:00Z,2025-08-12T21:04:00Z,2025-08-13T07:28:00Z,2025-08-13T10:22:00Z,76,ERJ-175,Express,-147,511,34,58.0,True
OO,5668,02-08-2025,ORD,MKE,2025-08-02T14:09:00Z,2025-08-02T15:10:00Z,2025-08-02T14:01:00Z,2025-08-02T14:53:00Z,50,CRJ-550,Express,40,46,29,40,False
UA,1594,02-08-2025,ORD,ABQ,2025-08-02T09:20:00Z,2025-08-02T11:32:00Z,2025-08-02T09:16:00Z,2025-08-02T11:29:00Z,150,A320-200,Mainline,83,102,46,83,False
YX,3465,09-08-2025,ORD,GSP,2025-08-09T19:35:00Z,2025-08-09T22:42:00Z,2025-08-09T19:34:00Z,2025-08-09T22:29:00Z,76,ERJ-175,Express,60,72,34,60,False
YX,3433,04-08-2025,ORD,CVG,2025-08-04T16:35:00Z,2025-08-04T19:02:00Z,2025-08-04T16:33:00Z,2025-08-04T18:59:00Z,76,ERJ-175,Express,50,65,34,50,False
UA,1492,04-08-2025,ORD,CMH,2025-08-04T21:20:00Z,2025-08-04T23:48:00Z,2025-08-04T21:59:00Z,2025-08-05T00:26:00Z,166,B737-800,Mainline,69,50,51,69,False
OO,5737,09-08-2025,ORD,OMA,2025-08-09T21:12:00Z,2025-08-09T23:00:00Z,2025-08-09T21:11:00Z,2025-08-09T22:43:00Z,76,ERJ-175,Express,48,29,34,48,False
G7,4568,07-08-2025,ORD,SCE,2025-08-07T10:35:00Z,2025-08-07T13:25:00Z,2025-08-07T10:34:00Z,2025-08-07T13:16:00Z,50,CRJ-550,Express,49,59,29,49,False
UA,356,04-08-2025,ORD,ATL,2025-08-04T14:30:00Z,2025-08-04T17:39:00Z,2025-08-04T15:32:00Z,2025-08-04T18:44:00Z,166,B737-800,Mainline,-25,59,51,89.0,True
UA,2302,09-08-2025,ORD,BWI,2025-08-09T07:00:00Z,2025-08-09T10:03:00Z,2025-08-09T06:55:00Z,2025-08-09T09:48:00Z,150,A320-200,Mainline,657,639,54,657,False
UA,2329,15-08-2025,ORD,DTW,2025-08-15T14:50:00Z,2025-08-15T17:18:00Z,2025-08-15T15:37:00Z,2025-08-15T18:11:00Z,126,A319-100,Mainline,12,73,43,12,False
UA,1269,12-08-2025,ORD,CLE,2025-08-12T18:00:00Z,2025-08-12T20:28:00Z,2025-08-12T20:28:00Z,2025-08-12T23:20:00Z,166,B737-800,Mainline,55,65,51,55,False
G7,4584,14-08-2025,ORD,TUL,2025-08-14T20:07:00Z,2025-08-14T22:15:00Z,2025-08-14T20:20:00Z,2025-08-14T23:16:00Z,50,CRJ-550,Express,72,95,29,72,False
G7,4482,09-08-2025,ORD,TUL,2025-08-09T15:35:00Z,2025-08-09T17:35:00Z,2025-08-09T15:31:00Z,2025-08-09T17:17:00Z,50,CRJ-550,Express,40,33,29,40,False
UA,2369,02-08-2025,ORD,AUS,2025-08-02T08:50:00Z,2025-08-02T11:44:00Z,2025-08-02T08:51:00Z,2025-08-02T11:39:00Z,179,B737-900,Mainline,68,75,56,68,False
UA,1347,10-08-2025,ORD,FLL,2025-08-10T16:20:00Z,2025-08-10T20:34:00Z,2025-08-10T23:44:00Z,2025-08-11T03:34:00Z,179,B737-MAX9,Mainline,96,51,56,96,False
OO,5108,10-08-2025,ORD,SLN,2025-08-10T16:45:00Z,2025-08-10T18:50:00Z,2025-08-10T20:20:00Z,2025-08-10T22:39:00Z,50,CRJ-200,Express,-121,43,29,77.5,True
UA,2387,15-08-2025,ORD,MCO,2025-08-15T06:00:00Z,2025-08-15T09:47:00Z,2025-08-15T05:54:00Z,2025-08-15T09:40:00Z,179,B737-MAX9,Mainline,364,426,56,364,False
OO,5398,01-08-2025,ORD,IND,2025-08-01T10:55:00Z,2025-08-01T13:07:00Z,2025-08-01T10:53:00Z,2025-08-01T12:54:00Z,76,ERJ-175,Express,84,91,39,84,False
OO,5045,10-08-2025,ORD,RHI,2025-08-10T16:35:00Z,2025-08-10T17:57:00Z,2025-08-10T19:48:00Z,2025-08-10T21:06:00Z,50,CRJ-200,Express,42,37,29,42,False
OO,5037,14-08-2025,ORD,LAF,2025-08-14T12:14:00Z,2025-08-14T14:12:00Z,2025-08-14T12:15:00Z,2025-08-14T13:59:00Z,50,CRJ-200,Express,41,45,29,41,False
UA,987,01-08-2025,ORD,CDG,2025-08-01T18:00:00Z,2025-08-02T09:20:00Z,2025-08-01T17:57:00Z,2025-08-02T08:34:00Z,318,B787-10,Mainline,255,212,155,255,False
UA,793,10-08-2025,ORD,DFW,2025-08-10T16:20:00Z,2025-08-10T18:58:00Z,2025-08-10T18:21:00Z,2025-08-10T21:21:00Z,126,A319-100,Mainline,85,106,43,85,False
OO,5538,14-08-2025,ORD,HSV,2025-08-14T18:25:00Z,2025-08-14T20:14:00Z,2025-08-14T18:23:00Z,2025-08-14T20:18:00Z,50,CRJ-550,Express,76,85,29,76,False
YX,3628,06-08-2025,ORD,IND,2025-08-06T17:50:00Z,2025-08-06T20:03:00Z,2025-08-06T18:12:00Z,2025-08-06T20:16:00Z,76,ERJ-175,Express,187,215,34,187,False
UA,1779,07-08-2025,ORD,BOS,2025-08-07T21:32:00Z,2025-08-08T00:59:00Z,2025-08-07T21:51:00Z,2025-08-08T01:06:00Z,179,B737-900,Mainline,67,58,56,67,False
UA,1617,12-08-2025,ORD,PHL,2025-08-12T14:20:00Z,2025-08-12T17:36:00Z,2025-08-12T14:28:00Z,2025-08-12T19:54:00Z,166,B737-800,Mainline,29,53,51,29,False
OO,5859,04-08-2025,ORD,BZN,2025-08-04T07:15:00Z,2025-08-04T09:53:00Z,2025-08-04T07:11:00Z,2025-08-04T09:44:00Z,76,ERJ-175,Express,650,535,34,650,False
UA,2418,15-08-2025,ORD,PHL,2025-08-15T07:35:00Z,2025-08-15T10:47:00Z,2025-08-15T07:28:00Z,2025-08-15T10:29:00Z,150,A320-200,Mainline,720,725,110,720,False
UA,3,06-08-2025,ORD,ZRH,2025-08-06T15:55:00Z,2025-08-07T07:45:00Z,2025-08-06T16:20:00Z,2025-08-07T07:47:00Z,167,B767-300,Mainline,105,150,145,105,False
UA,1358,15-08-2025,ORD,RDU,2025-08-15T07:00:00Z,2025-08-15T10:03:00Z,2025-08-15T07:08:00Z,2025-08-15T10:11:00Z,126,A319-100,Mainline,640,642,43,640,False
OO,5352,12-08-2025,ORD,CAK,2025-08-12T18:05:00Z,2025-08-12T20:49:00Z,2025-08-12T22:40:00Z,2025-08-13T01:27:00Z,50,CRJ-200,Express,59,138,29,59,False
UA,2862,06-08-2025,ORD,IAD,2025-08-06T10:50:00Z,2025-08-06T13:49:00Z,2025-08-06T10:54:00Z,2025-08-06T13:43:00Z,179,B737-900,Mainline,67,52,56,67,False
G7,4590,10-08-2025,ORD,MDT,2025-08-10T16:45:00Z,2025-08-10T19:52:00Z,2025-08-10T17:24:00Z,2025-08-10T20:20:00Z,50,CRJ-550,Express,50,36,29,50,False
UA,2172,13-08-2025,ORD,FAI,2025-08-13T16:05:00Z,2025-08-13T19:40:00Z,2025-08-13T16:04:00Z,2025-08-13T19:16:00Z,166,B737-MAX8,Mainline,82,76,51,82,False
UA,2280,02-08-2025,ORD,MCO,2025-08-02T07:10:00Z,2025-08-02T11:04:00Z,2025-08-02T07:08:00Z,2025-08-02T10:56:00Z,200,A321-2NX,Mainline,511,267,62,511,False
UA,777,15-08-2025,ORD,LAS,2025-08-15T19:49:00Z,2025-08-15T21:52:00Z,2025-08-15T19:54:00Z,2025-08-15T22:05:00Z,179,B737-MAX9,Mainline,79,98,56,79,False
G7,4502,05-08-2025,ORD,LEX,2025-08-05T10:50:00Z,2025-08-05T13:21:00Z,2025-08-05T10:40:00Z,2025-08-05T12:55:00Z,50,CRJ-550,Express,62,79,29,62,False
G7,4610,07-08-2025,ORD,XNA,2025-08-07T12:41:00Z,2025-08-07T14:35:00Z,2025-08-07T13:42:00Z,2025-08-07T15:40:00Z,50,CRJ-550,Express,36,29,29,36,False
YX,3568,02-08-2025,ORD,YYZ,2025-08-02T10:50:00Z,2025-08-02T13:42:00Z,2025-08-02T14:39:00Z,2025-08-02T17:13:00Z,76,ERJ-175,Express,68,266,42,68,False
UA,1097,01-08-2025,ORD,DCA,2025-08-01T11:15:00Z,2025-08-01T14:13:00Z,2025-08-01T11:07:00Z,2025-08-01T14:01:00Z,126,A319-100,Mainline,80,79,43,80,False
OO,5668,04-08-2025,ORD,MKE,2025-08-04T14:09:00Z,2025-08-04T15:10:00Z,2025-08-04T14:30:00Z,2025-08-04T15:13:00Z,50,CRJ-550,Express,40,50,29,40,False
UA,356,01-08-2025,ORD,ATL,2025-08-01T14:30:00Z,2025-08-01T17:39:00Z,2025-08-01T14:39:00Z,2025-08-01T17:47:00Z,126,B737-700,Mainline,89,79,51,89,False
UA,793,03-08-2025,ORD,DFW,2025-08-03T16:20:00Z,2025-08-03T18:58:00Z,2025-08-03T17:58:00Z,2025-08-03T20:28:00Z,126,A319-100,Mainline,85,74,43,85,False
OO,4712,11-08-2025,ORD,ELP,2025-08-11T19:50:00Z,2025-08-11T22:23:00Z,2025-08-11T20:04:00Z,2025-08-11T22:56:00Z,70,ERJ-175,Express,185,195,34,185,False
UA,929,01-08-2025,ORD,LHR,2025-08-01T16:05:00Z,2025-08-02T06:20:00Z,2025-08-01T16:28:00Z,2025-08-02T06:12:00Z,167,B767-300,Mainline,280,200,145,280,False
UA,1387,04-08-2025,ORD,SFO,2025-08-04T08:50:00Z,2025-08-04T11:29:00Z,2025-08-04T08:47:00Z,2025-08-04T11:21:00Z,364,B777-2HD,Mainline,191,140,93,191,False
UA,2075,11-08-2025,ORD,TPA,2025-08-11T17:55:00Z,2025-08-11T21:45:00Z,2025-08-11T18:07:00Z,2025-08-11T21:54:00Z,166,B737-MAX8,Mainline,74,85,51,74,False
UA,2099,14-08-2025,ORD,IAH,2025-08-14T09:46:00Z,2025-08-14T12:40:00Z,2025-08-14T09:40:00Z,2025-08-14T12:21:00Z,179,B737-900,Mainline,67,85,56,67,False
UA,416,10-08-2025,ORD,MXP,2025-08-10T21:35:00Z,2025-08-11T13:20:00Z,2025-08-10T22:26:00Z,2025-08-11T14:05:00Z,243,B787-8,Mainline,215,296,150,215,False
UA,1776,07-08-2025,ORD,PHL,2025-08-07T18:20:00Z,2025-08-07T21:35:00Z,2025-08-07T18:18:00Z,2025-08-07T21:30:00Z,166,B737-800,Mainline,76,63,51,76,False
UA,980,08-08-2025,ORD,DUB,2025-08-08T20:15:00Z,2025-08-09T09:45:00Z,2025-08-08T20:12:00Z,2025-08-09T09:32:00Z,243,B787-8,Mainline,3015,2863,150,3015,False
G7,4194,11-08-2025,ORD,DAY,2025-08-11T14:30:00Z,2025-08-11T16:58:00Z,2025-08-11T14:22:00Z,2025-08-11T16:59:00Z,50,CRJ-550,Express,145,52,29,145,False
UA,1301,11-08-2025,ORD,ICT,2025-08-11T20:00:00Z,2025-08-11T22:03:00Z,2025-08-11T20:06:00Z,2025-08-11T22:08:00Z,126,B737-700,Mainline,65,68,43,65,False
UA,1899,07-08-2025,ORD,YYC,2025-08-07T20:03:00Z,2025-08-07T22:53:00Z,2025-08-07T20:21:00Z,2025-08-07T23:18:00Z,126,B737-700,Mainline,73,95,52,73,False
UA,2280,13-08-2025,ORD,MCO,2025-08-13T07:10:00Z,2025-08-13T11:04:00Z,2025-08-13T07:08:00Z,2025-08-13T10:45:00Z,200,A321-2NX,Mainline,600,547,62,600,False
OO,5585,13-08-2025,ORD,ATW,2025-08-13T12:57:00Z,2025-08-13T14:08:00Z,2025-08-13T12:49:00Z,2025-08-13T14:06:00Z,50,CRJ-550,Express,183,56,29,183,False
UA,2666,14-08-2025,ORD,DEN,2025-08-14T05:00:00Z,2025-08-14T06:43:00Z,2025-08-14T04:52:00Z,2025-08-14T06:25:00Z,200,A321-2NX,Mainline,452,207,62,452,False
OO,5344,01-08-2025,ORD,MBS,2025-08-01T11:05:00Z,2025-08-01T13:22:00Z,2025-08-01T10:58:00Z,2025-08-01T13:05:00Z,50,CRJ-200,Express,1197,1066,29,1197,False
UA,349,09-08-2025,ORD,BTV,2025-08-09T18:35:00Z,2025-08-09T21:52:00Z,2025-08-09T18:53:00Z,2025-08-09T22:03:00Z,150,A320-200,Mainline,90,50,46,90,False
OO,5352,03-08-2025,ORD,CAK,2025-08-03T18:05:00Z,2025-08-03T20:49:00Z,2025-08-03T18:12:00Z,2025-08-03T20:41:00Z,50,CRJ-200,Express,59,35,29,59,False
G7,4425,12-08-2025,ORD,GRR,2025-08-12T14:00:00Z,2025-08-12T16:04:00Z,2025-08-12T20:00:00Z,2025-08-12T23:00:00Z,50,CRJ-550,Express,124,490,33,124,False
G7,4519,15-08-2025,ORD,SCE,2025-08-15T18:20:00Z,2025-08-15T21:24:00Z,2025-08-15T18:13:00Z,2025-08-15T21:02:00Z,50,CRJ-550,Express,75,45,29,75,False
G7,4391,07-08-2025,ORD,SGF,2025-08-07T20:06:00Z,2025-08-07T22:00:00Z,2025-08-07T20:12:00Z,2025-08-07T21:34:00Z,50,CRJ-550,Express,71,43,29,71,False
OO,5136,09-08-2025,ORD,DEC,2025-08-09T07:45:00Z,2025-08-09T08:48:00Z,2025-08-09T07:35:00Z,2025-08-09T08:29:00Z,50,CRJ-200,Express,85,87,29,85,False
OO,5382,15-08-2025,ORD,FWA,2025-08-15T15:35:00Z,2025-08-15T17:47:00Z,2025-08-15T15:37:00Z,2025-08-15T17:54:00Z,50,CRJ-200,Express,40,43,29,40,False
UA,763,05-08-2025,ORD,PWM,2025-08-05T10:58:00Z,2025-08-05T14:24:00Z,2025-08-05T11:44:00Z,2025-08-05T15:00:00Z,166,B737-800,Mainline,-4,60,51,73.0,True
UA,912,01-08-2025,ORD,KEF,2025-08-01T21:10:00Z,2025-08-02T08:30:00Z,2025-08-01T21:45:00Z,2025-08-02T09:04:00Z,176,B757-200,Mainline,150,154,75,150,False
OO,5099,08-08-2025,ORD,CIU,2025-08-08T12:40:00Z,2025-08-08T15:09:00Z,2025-08-08T12:47:00Z,2025-08-08T15:01:00Z,50,CRJ-200,Express,35,55,29,35,False
UA,422,07-08-2025,ORD,ATH,2025-08-07T16:15:00Z,2025-08-08T10:30:00Z,2025-08-07T16:28:00Z,2025-08-08T10:36:00Z,318,B787-10,Mainline,315,321,155,315,False
UA,1803,08-08-2025,ORD,DEN,2025-08-08T10:44:00Z,2025-08-08T12:32:00Z,2025-08-08T11:08:00Z,2025-08-08T12:46:00Z,200,A321-2NX,Mainline,82,107,62,82,False
YX,3433,14-08-2025,ORD,CVG,2025-08-14T16:35:00Z,2025-08-14T19:02:00Z,2025-08-14T16:26:00Z,2025-08-14T18:46:00Z,76,ERJ-175,Express,45,52,39,45,False
YX,3571,05-08-2025,ORD,IND,2025-08-05T13:05:00Z,2025-08-05T15:18:00Z,2025-08-05T12:57:00Z,2025-08-05T15:13:00Z,76,ERJ-175,Express,60,66,34,60,False
UA,2414,01-08-2025,ORD,BNA,2025-08-01T10:43:00Z,2025-08-01T12:28:00Z,2025-08-01T10:37:00Z,2025-08-01T12:12:00Z,166,B737-MAX8,Mainline,69,88,51,69,False
OO,5429,13-08-2025,ORD,TYS,2025-08-13T14:08:00Z,2025-08-13T17:05:00Z,2025-08-13T14:09:00Z,2025-08-13T16:58:00Z,76,ERJ-175,Express,58,60,34,58,False
UA,2090,14-08-2025,ORD,MIA,2025-08-14T07:01:00Z,2025-08-14T11:18:00Z,2025-08-14T07:00:00Z,2025-08-14T11:09:00Z,166,B737-800,Mainline,836,660,51,836,False
UA,1205,04-08-2025,ORD,EWR,2025-08-04T11:46:00Z,2025-08-04T15:12:00Z,2025-08-04T11:54:00Z,2025-08-04T14:55:00Z,179,B737-900,Mainline,67,108,56,67,False
OO,5555,06-08-2025,ORD,MKE,2025-08-06T18:10:00Z,2025-08-06T19:10:00Z,2025-08-06T18:22:00Z,2025-08-06T19:32:00Z,50,CRJ-200,Express,64,35,29,64,False
UA,2672,15-08-2025,ORD,PNS,2025-08-15T10:42:00Z,2025-08-15T13:09:00Z,2025-08-15T10:33:00Z,2025-08-15T12:49:00Z,126,A319-100,Mainline,57,72,43,57,False
UA,1377,11-08-2025,ORD,MYR,2025-08-11T11:20:00Z,2025-08-11T14:35:00Z,2025-08-11T11:19:00Z,2025-08-11T14:28:00Z,126,B737-700,Mainline,990,929,43,990,False
UA,764,06-08-2025,ORD,YYC,2025-08-06T08:45:00Z,2025-08-06T11:38:00Z,2025-08-06T08:44:00Z,2025-08-06T11:42:00Z,179,B737-900,Mainline,72,87,70,72,False
OO,5819,07-08-2025,ORD,DLH,2025-08-07T09:00:00Z,2025-08-07T10:51:00Z,2025-08-07T08:52:00Z,2025-08-07T10:27:00Z,50,CRJ-550,Express,74,78,29,74,False
UA,1989,15-08-2025,ORD,BOS,2025-08-15T18:20:00Z,2025-08-15T21:59:00Z,2025-08-15T18:14:00Z,2025-08-15T21:50:00Z,179,B737-900,Mainline,88,91,56,88,False
OO,4638,06-08-2025,ORD,COS,2025-08-06T19:40:00Z,2025-08-06T21:44:00Z,2025-08-06T19:39:00Z,2025-08-06T21:34:00Z,76,ERJ-175,Express,65,59,34,65,False
UA,2099,08-08-2025,ORD,IAH,2025-08-08T09:46:00Z,2025-08-08T12:40:00Z,2025-08-08T09:47:00Z,2025-08-08T12:26:00Z,179,B737-900,Mainline,67,70,56,67,False
YX,3715,09-08-2025,ORD,ELP,2025-08-09T19:50:00Z,2025-08-09T22:23:00Z,2025-08-09T19:45:00Z,2025-08-09T22:08:00Z,76,ERJ-175,Express,55,47,34,55,False
G7,4563,02-08-2025,ORD,FSD,2025-08-02T12:45:00Z,2025-08-02T14:35:00Z,2025-08-02T12:49:00Z,2025-08-02T14:34:00Z,50,CRJ-550,Express,40,42,29,40,False
