company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes
UA,1314,13-08-2025,ORD,IAH,2025-08-13T14:26:00Z,2025-08-13T17:25:00Z,2025-08-13T14:25:00Z,2025-08-13T17:23:00Z,200,A321-2NX,Mainline,72,74,62
UA,1634,01-08-2025,ORD,IAD,2025-08-01T14:24:00Z,2025-08-01T17:30:00Z,2025-08-01T14:38:00Z,2025-08-01T17:39:00Z,179,B737-MAX9,Mainline,70,62,56
UA,2225,08-08-2025,ORD,PHX,2025-08-08T09:15:00Z,2025-08-08T11:09:00Z,2025-08-08T09:08:00Z,2025-08-08T10:51:00Z,179,B737-MAX9,Mainline,195,195,62
UA,2364,01-08-2025,ORD,CMH,2025-08-01T10:38:00Z,2025-08-01T13:07:00Z,2025-08-01T10:36:00Z,2025-08-01T12:45:00Z,126,A319-100,Mainline,73,79,43
UA,1068,14-08-2025,ORD,IAD,2025-08-14T08:52:00Z,2025-08-14T11:55:00Z,2025-08-14T08:49:00Z,2025-08-14T11:42:00Z,176,B757-200,Mainline,852,581,56
UA,2232,07-08-2025,ORD,MSP,2025-08-07T07:24:00Z,2025-08-07T09:03:00Z,2025-08-07T07:19:00Z,2025-08-07T09:08:00Z,166,B737-800,Mainline,639,603,114
UA,1708,03-08-2025,ORD,CLE,2025-08-03T19:35:00Z,2025-08-03T22:00:00Z,2025-08-03T19:40:00Z,2025-08-03T21:55:00Z,126,B737-700,Mainline,75,97,43
UA,2364,04-08-2025,ORD,CMH,2025-08-04T10:38:00Z,2025-08-04T13:07:00Z,2025-08-04T10:40:00Z,2025-08-04T12:56:00Z,166,B737-800,Mainline,69,97,51
UA,307,01-08-2025,ORD,COS,2025-08-01T09:15:00Z,2025-08-01T11:08:00Z,2025-08-01T10:11:00Z,2025-08-01T11:35:00Z,126,B737-700,Mainline,98,45,43
UA,669,15-08-2025,ORD,AUS,2025-08-15T07:10:00Z,2025-08-15T10:03:00Z,2025-08-15T07:06:00Z,2025-08-15T09:47:00Z,166,B737-800,Mainline,975,985,51
UA,2455,04-08-2025,ORD,SAV,2025-08-04T07:10:00Z,2025-08-04T10:35:00Z,2025-08-04T07:07:00Z,2025-08-04T10:30:00Z,179,B737-900,Mainline,560,549,56
UA,1215,05-08-2025,ORD,ANC,2025-08-05T09:25:00Z,2025-08-05T13:17:00Z,2025-08-05T09:18:00Z,2025-08-05T12:40:00Z,166,B737-MAX8,Mainline,81,87,51
UA,1068,01-08-2025,ORD,IAD,2025-08-01T08:52:00Z,2025-08-01T11:55:00Z,2025-08-01T09:00:00Z,2025-08-01T11:45:00Z,176,B757-200,Mainline,852,323,56
UA,758,08-08-2025,ORD,EWR,2025-08-08T10:35:00Z,2025-08-08T13:52:00Z,2025-08-08T13:13:00Z,2025-08-08T16:36:00Z,179,B737-900,Mainline,72,221,56
YX,3409,15-08-2025,ORD,YOW,2025-08-15T13:56:00Z,2025-08-15T17:06:00Z,2025-08-15T13:55:00Z,2025-08-15T17:01:00Z,76,ERJ-175,Express,50,50,42
UA,2483,13-08-2025,ORD,IAH,2025-08-13T10:35:00Z,2025-08-13T13:29:00Z,2025-08-13T10:30:00Z,2025-08-13T13:08:00Z,179,B737-900,Mainline,67,79,56
UA,764,15-08-2025,ORD,YYC,2025-08-15T08:45:00Z,2025-08-15T11:38:00Z,2025-08-15T08:49:00Z,2025-08-15T11:32:00Z,126,A319-100,Mainline,67,52,52
UA,920,12-08-2025,ORD,LHR,2025-08-12T18:05:00Z,2025-08-13T08:20:00Z,2025-08-13T07:54:00Z,2025-08-13T21:34:00Z,167,B767-300,Mainline,235,1078,145
UA,563,01-08-2025,ORD,EWR,2025-08-01T07:10:00Z,2025-08-01T10:28:00Z,2025-08-01T07:01:00Z,2025-08-01T10:03:00Z,200,A321-2NX,Mainline,477,472,62
OO,4712,06-08-2025,ORD,ELP,2025-08-06T19:50:00Z,2025-08-06T22:23:00Z,2025-08-06T19:45:00Z,2025-08-06T22:07:00Z,70,ERJ-175,Express,55,63,34
G7,4391,03-08-2025,ORD,SGF,2025-08-03T20:06:00Z,2025-08-03T22:00:00Z,2025-08-03T20:00:00Z,2025-08-03T21:41:00Z,50,CRJ-550,Express,76,43,29
UA,2147,01-08-2025,ORD,ALB,2025-08-01T18:30:00Z,2025-08-01T21:42:00Z,2025-08-01T18:24:00Z,2025-08-01T21:38:00Z,126,B737-700,Mainline,103,116,43
OO,5534,15-08-2025,ORD,ICT,2025-08-15T15:40:00Z,2025-08-15T17:43:00Z,2025-08-15T15:37:00Z,2025-08-15T17:46:00Z,50,CRJ-550,Express,55,52,29
OO,5652,06-08-2025,ORD,GEG,2025-08-06T19:38:00Z,2025-08-06T21:59:00Z,2025-08-06T19:36:00Z,2025-08-06T21:57:00Z,76,ERJ-175,Express,173,188,34
OO,5915,06-08-2025,ORD,LNK,2025-08-06T16:50:00Z,2025-08-06T18:45:00Z,2025-08-06T18:04:00Z,2025-08-06T19:42:00Z,50,CRJ-200,Express,45,40,29
UA,1659,09-08-2025,ORD,CUN,2025-08-09T10:42:00Z,2025-08-09T14:28:00Z,2025-08-09T11:05:00Z,2025-08-09T14:50:00Z,179,B737-900,Mainline,3,61,70
OO,5121,13-08-2025,ORD,FOD,2025-08-13T07:45:00Z,2025-08-13T09:20:00Z,2025-08-13T07:40:00Z,2025-08-13T09:04:00Z,50,CRJ-200,Express,2230,2229,29
G7,4431,08-08-2025,ORD,MSN,2025-08-08T15:40:00Z,2025-08-08T16:45:00Z,2025-08-08T15:34:00Z,2025-08-08T16:32:00Z,50,CRJ-550,Express,50,60,29
OO,5790,09-08-2025,ORD,CRW,2025-08-09T18:20:00Z,2025-08-09T21:04:00Z,2025-08-09T18:36:00Z,2025-08-09T21:19:00Z,50,CRJ-200,Express,90,94,29
G7,4391,13-08-2025,ORD,SGF,2025-08-13T20:06:00Z,2025-08-13T22:00:00Z,2025-08-13T20:03:00Z,2025-08-13T21:32:00Z,50,CRJ-550,Express,86,55,29
YX,3700,07-08-2025,ORD,BNA,2025-08-07T07:25:00Z,2025-08-07T09:13:00Z,2025-08-07T07:19:00Z,2025-08-07T08:49:00Z,76,ERJ-175,Express,55,64,34
YX,3610,04-08-2025,ORD,YQB,2025-08-04T10:39:00Z,2025-08-04T14:16:00Z,2025-08-04T10:31:00Z,2025-08-04T14:04:00Z,76,ERJ-175,Express,69,77,42
UA,2106,07-08-2025,ORD,SFO,2025-08-07T21:40:00Z,2025-08-08T00:30:00Z,2025-08-07T22:08:00Z,2025-08-08T00:29:00Z,200,A321-2NX,Mainline,81,95,62
G7,4584,06-08-2025,ORD,TUL,2025-08-06T20:07:00Z,2025-08-06T22:15:00Z,2025-08-06T20:03:00Z,2025-08-06T22:02:00Z,50,CRJ-550,Express,72,65,29
G7,4554,15-08-2025,ORD,GRB,2025-08-15T14:00:00Z,2025-08-15T15:11:00Z,2025-08-15T13:51:00Z,2025-08-15T15:17:00Z,50,CRJ-550,Express,71,77,29
OO,5124,03-08-2025,ORD,EAU,2025-08-03T21:07:00Z,2025-08-03T22:30:00Z,2025-08-03T20:59:00Z,2025-08-03T22:15:00Z,50,CRJ-200,Express,57,29,29
OO,4791,09-08-2025,ORD,SBN,2025-08-09T10:35:00Z,2025-08-09T12:33:00Z,2025-08-09T10:49:00Z,2025-08-09T12:36:00Z,50,CRJ-550,Express,41,26,29
UA,2487,03-08-2025,ORD,PHL,2025-08-03T21:23:00Z,2025-08-04T00:30:00Z,2025-08-03T21:19:00Z,2025-08-04T00:23:00Z,166,B737-800,Mainline,73,76,51
OO,5376,14-08-2025,ORD,LEX,2025-08-14T14:30:00Z,2025-08-14T17:01:00Z,2025-08-14T14:33:00Z,2025-08-14T17:01:00Z,70,ERJ-175,Express,77,83,34
UA,1252,09-08-2025,ORD,DCA,2025-08-09T07:00:00Z,2025-08-09T09:57:00Z,2025-08-09T06:56:00Z,2025-08-09T09:51:00Z,126,A319-100,Mainline,497,515,43
UA,1403,04-08-2025,ORD,SLC,2025-08-04T19:40:00Z,2025-08-04T22:16:00Z,2025-08-04T19:51:00Z,2025-08-04T22:34:00Z,126,A319-100,Mainline,84,104,43
UA,2211,11-08-2025,ORD,SEA,2025-08-11T19:59:00Z,2025-08-11T22:42:00Z,2025-08-11T20:25:00Z,2025-08-11T23:09:00Z,166,B737-MAX8,Mainline,79,93,51
UA,2280,15-08-2025,ORD,MCO,2025-08-15T07:10:00Z,2025-08-15T11:04:00Z,2025-08-15T07:04:00Z,2025-08-15T10:59:00Z,200,A321-2NX,Mainline,477,487,62
UA,1677,04-08-2025,ORD,BOS,2025-08-04T15:48:00Z,2025-08-04T19:18:00Z,2025-08-04T16:21:00Z,2025-08-04T20:22:00Z,179,B737-900,Mainline,245,295,56
UA,1594,11-08-2025,ORD,ABQ,2025-08-11T09:20:00Z,2025-08-11T11:32:00Z,2025-08-11T09:16:00Z,2025-08-11T11:17:00Z,126,A319-100,Mainline,98,87,43
UA,2039,13-08-2025,ORD,MCO,2025-08-13T17:51:00Z,2025-08-13T21:47:00Z,2025-08-13T17:53:00Z,2025-08-13T21:40:00Z,200,A321-2NX,Mainline,74,73,62
UA,312,15-08-2025,ORD,CHS,2025-08-15T18:15:00Z,2025-08-15T21:33:00Z,2025-08-15T18:22:00Z,2025-08-15T21:44:00Z,126,A319-100,Mainline,69,54,43
UA,288,15-08-2025,ORD,SNN,2025-08-15T18:05:00Z,2025-08-16T07:30:00Z,2025-08-15T18:45:00Z,2025-08-16T08:24:00Z,176,B757-200,Mainline,1495,1416,75
UA,2661,14-08-2025,ORD,LGA,2025-08-14T10:00:00Z,2025-08-14T13:18:00Z,2025-08-14T10:29:00Z,2025-08-14T13:48:00Z,166,B737-800,Mainline,15,61,51
G7,4517,14-08-2025,ORD,SCE,2025-08-14T14:10:00Z,2025-08-14T17:01:00Z,2025-08-14T14:03:00Z,2025-08-14T16:50:00Z,50,CRJ-550,Express,127,133,29
UA,2090,03-08-2025,ORD,MIA,2025-08-03T07:01:00Z,2025-08-03T11:18:00Z,2025-08-03T06:58:00Z,2025-08-03T11:01:00Z,166,B737-800,Mainline,83,80,60
UA,312,13-08-2025,ORD,CHS,2025-08-13T18:15:00Z,2025-08-13T21:33:00Z,2025-08-13T18:23:00Z,2025-08-13T21:26:00Z,126,B737-700,Mainline,84,111,43
UA,1659,12-08-2025,ORD,CUN,2025-08-12T10:42:00Z,2025-08-12T14:28:00Z,2025-08-12T10:58:00Z,2025-08-12T15:05:00Z,179,B737-900,Mainline,58,88,70
OO,5375,11-08-2025,ORD,GRB,2025-08-11T08:50:00Z,2025-08-11T10:11:00Z,2025-08-11T08:39:00Z,2025-08-11T09:43:00Z,50,CRJ-200,Express,77,80,29
UA,1156,06-08-2025,ORD,MSY,2025-08-06T19:55:00Z,2025-08-06T22:25:00Z,2025-08-06T22:54:00Z,2025-08-07T01:06:00Z,179,B737-MAX9,Mainline,60,222,56
UA,399,05-08-2025,ORD,BOS,2025-08-05T11:05:00Z,2025-08-05T14:42:00Z,2025-08-05T12:07:00Z,2025-08-05T15:33:00Z,166,B737-MAX8,Mainline,87,162,51
OO,4792,03-08-2025,ORD,ROA,2025-08-03T17:57:00Z,2025-08-03T21:04:00Z,2025-08-03T18:13:00Z,2025-08-03T21:27:00Z,76,ERJ-175,Express,42,32,34
YX,3525,15-08-2025,ORD,YYZ,2025-08-15T16:43:00Z,2025-08-15T19:37:00Z,2025-08-15T16:43:00Z,2025-08-15T19:50:00Z,76,ERJ-175,Express,53,56,42
G7,4426,14-08-2025,ORD,BUF,2025-08-14T10:35:00Z,2025-08-14T13:21:00Z,2025-08-14T10:30:00Z,2025-08-14T13:05:00Z,50,CRJ-550,Express,49,36,29
OO,5420,11-08-2025,ORD,MLI,2025-08-11T15:35:00Z,2025-08-11T16:43:00Z,2025-08-11T15:33:00Z,2025-08-11T16:24:00Z,50,CRJ-200,Express,66,37,29
G7,4563,04-08-2025,ORD,FSD,2025-08-04T12:45:00Z,2025-08-04T14:35:00Z,2025-08-04T12:54:00Z,2025-08-04T14:46:00Z,50,CRJ-550,Express,63,97,29
UA,1538,05-08-2025,ORD,SAV,2025-08-05T11:05:00Z,2025-08-05T14:34:00Z,2025-08-05T11:01:00Z,2025-08-05T14:20:00Z,126,B737-700,Mainline,85,86,43
UA,739,12-08-2025,ORD,BZN,2025-08-12T19:59:00Z,2025-08-12T22:23:00Z,2025-08-12T23:19:00Z,2025-08-13T01:21:00Z,150,A320-200,Mainline,64,41,46
OO,4780,11-08-2025,ORD,CAK,2025-08-11T11:00:00Z,2025-08-11T13:34:00Z,2025-08-11T11:01:00Z,2025-08-11T13:29:00Z,50,CRJ-550,Express,70,68,29
OO,4712,05-08-2025,ORD,ELP,2025-08-05T19:50:00Z,2025-08-05T22:23:00Z,2025-08-05T19:47:00Z,2025-08-05T22:08:00Z,76,ERJ-175,Express,61,34,34
G7,4558,13-08-2025,ORD,XNA,2025-08-13T08:42:00Z,2025-08-13T10:43:00Z,2025-08-13T08:37:00Z,2025-08-13T10:47:00Z,50,CRJ-550,Express,45,64,29
G7,4507,05-08-2025,ORD,CHA,2025-08-05T20:14:00Z,2025-08-05T22:59:00Z,2025-08-05T20:06:00Z,2025-08-05T23:06:00Z,50,CRJ-550,Express,79,56,29
G7,4458,12-08-2025,ORD,LIT,2025-08-12T12:45:00Z,2025-08-12T14:38:00Z,2025-08-12T12:42:00Z,2025-08-12T14:35:00Z,50,CRJ-550,Express,40,57,29
OO,5382,07-08-2025,ORD,FWA,2025-08-07T15:35:00Z,2025-08-07T17:47:00Z,2025-08-07T15:30:00Z,2025-08-07T17:39:00Z,50,CRJ-200,Express,40,32,29
UA,1010,05-08-2025,ORD,DCA,2025-08-05T08:00:00Z,2025-08-05T10:56:00Z,2025-08-05T07:55:00Z,2025-08-05T10:57:00Z,150,A320-200,Mainline,92,109,52
OO,5729,08-08-2025,ORD,FNT,2025-08-08T11:05:00Z,2025-08-08T13:23:00Z,2025-08-08T11:08:00Z,2025-08-08T13:21:00Z,50,CRJ-200,Express,93,97,29
UA,490,06-08-2025,ORD,SAT,2025-08-06T08:45:00Z,2025-08-06T11:45:00Z,2025-08-06T08:35:00Z,2025-08-06T11:14:00Z,126,B737-700,Mainline,64,80,43
UA,953,12-08-2025,ORD,MUC,2025-08-12T18:00:00Z,2025-08-13T09:40:00Z,2025-08-12T19:45:00Z,2025-08-13T11:16:00Z,243,B787-8,Mainline,1430,1447,150
UA,1905,12-08-2025,ORD,PIT,2025-08-12T18:10:00Z,2025-08-12T20:51:00Z,2025-08-12T21:04:00Z,2025-08-13T00:27:00Z,150,A320-200,Mainline,1327,1492,54
UA,2618,04-08-2025,ORD,STL,2025-08-04T14:23:00Z,2025-08-04T15:47:00Z,2025-08-04T14:19:00Z,2025-08-04T15:32:00Z,150,A320-200,Mainline,69,80,46
UA,2278,12-08-2025,ORD,SEA,2025-08-12T16:15:00Z,2025-08-12T18:58:00Z,2025-08-12T21:17:00Z,2025-08-12T23:47:00Z,200,A321-2NX,Mainline,-250,54,62
OO,5344,12-08-2025,ORD,MBS,2025-08-12T11:05:00Z,2025-08-12T13:22:00Z,2025-08-12T11:05:00Z,2025-08-12T13:13:00Z,50,CRJ-200,Express,70,80,29
UA,1358,04-08-2025,ORD,RDU,2025-08-04T07:00:00Z,2025-08-04T10:03:00Z,2025-08-04T06:56:00Z,2025-08-04T09:54:00Z,126,A319-100,Mainline,3464,3465,43
UA,1811,09-08-2025,ORD,MSP,2025-08-09T12:45:00Z,2025-08-09T14:28:00Z,2025-08-09T12:42:00Z,2025-08-09T14:39:00Z,166,B737-MAX8,Mainline,81,114,60
UA,1209,13-08-2025,ORD,EWR,2025-08-13T21:25:00Z,2025-08-14T00:46:00Z,2025-08-13T23:32:00Z,2025-08-14T02:38:00Z,179,B737-900,Mainline,-101,59,56
UA,2200,15-08-2025,ORD,SEA,2025-08-15T21:16:00Z,2025-08-15T23:59:00Z,2025-08-15T22:05:00Z,2025-08-16T00:37:00Z,166,B737-MAX8,Mainline,131,168,51
UA,1967,03-08-2025,ORD,LAX,2025-08-03T18:15:00Z,2025-08-03T20:47:00Z,2025-08-03T18:10:00Z,2025-08-03T20:35:00Z,200,A321-2NX,Mainline,73,92,62
UA,1358,09-08-2025,ORD,RDU,2025-08-09T07:00:00Z,2025-08-09T10:03:00Z,2025-08-09T06:57:00Z,2025-08-09T09:55:00Z,126,A319-100,Mainline,584,599,43
OO,5833,06-08-2025,ORD,DTW,2025-08-06T18:11:00Z,2025-08-06T20:45:00Z,2025-08-06T18:56:00Z,2025-08-06T21:30:00Z,76,ERJ-175,Express,63,76,34
UA,2202,14-08-2025,ORD,IAH,2025-08-14T18:25:00Z,2025-08-14T21:21:00Z,2025-08-14T19:03:00Z,2025-08-14T21:52:00Z,179,B737-900,Mainline,75,60,56
UA,972,02-08-2025,ORD,BRU,2025-08-02T17:55:00Z,2025-08-03T09:00:00Z,2025-08-02T18:01:00Z,2025-08-03T08:33:00Z,318,B787-10,Mainline,285,269,155
UA,2465,08-08-2025,ORD,ORF,2025-08-08T11:55:00Z,2025-08-08T15:14:00Z,2025-08-08T11:54:00Z,2025-08-08T15:03:00Z,179,B737-MAX9,Mainline,68,91,56
UA,602,03-08-2025,ORD,PHX,2025-08-03T20:05:00Z,2025-08-03T21:55:00Z,2025-08-03T20:08:00Z,2025-08-03T21:51:00Z,179,B737-MAX9,Mainline,70,70,56
UA,793,12-08-2025,ORD,DFW,2025-08-12T16:20:00Z,2025-08-12T18:58:00Z,2025-08-12T21:44:00Z,2025-08-13T00:16:00Z,150,A320-200,Mainline,-195,146,110
OO,5526,13-08-2025,ORD,ATW,2025-08-13T18:05:00Z,2025-08-13T19:18:00Z,2025-08-13T19:26:00Z,2025-08-13T20:53:00Z,50,CRJ-200,Express,-15,33,29
UA,587,02-08-2025,ORD,YUL,2025-08-02T14:07:00Z,2025-08-02T17:26:00Z,2025-08-02T14:06:00Z,2025-08-02T17:39:00Z,166,B737-MAX8,Mainline,73,92,65
UA,2389,05-08-2025,ORD,RSW,2025-08-05T10:57:00Z,2025-08-05T15:02:00Z,2025-08-05T10:51:00Z,2025-08-05T15:05:00Z,179,B737-900,Mainline,89,93,56
OO,4789,10-08-2025,ORD,FAR,2025-08-10T20:00:00Z,2025-08-10T22:12:00Z,2025-08-10T20:05:00Z,2025-08-10T22:15:00Z,76,ERJ-175,Express,70,34,34
UA,1316,07-08-2025,ORD,SRQ,2025-08-07T11:14:00Z,2025-08-07T15:10:00Z,2025-08-07T12:42:00Z,2025-08-07T16:31:00Z,179,B737-900,Mainline,-38,59,56
UA,380,13-08-2025,ORD,JAX,2025-08-13T11:59:00Z,2025-08-13T15:33:00Z,2025-08-13T12:43:00Z,2025-08-13T15:53:00Z,126,B737-700,Mainline,10,48,43
UA,422,05-08-2025,ORD,ATH,2025-08-05T16:15:00Z,2025-08-06T10:30:00Z,2025-08-05T16:21:00Z,2025-08-06T10:55:00Z,318,B787-10,Mainline,315,310,155
G7,4558,05-08-2025,ORD,XNA,2025-08-05T08:42:00Z,2025-08-05T10:43:00Z,2025-08-05T08:33:00Z,2025-08-05T10:21:00Z,50,CRJ-550,Express,132,142,29
UA,1761,12-08-2025,ORD,FAT,2025-08-12T19:57:00Z,2025-08-12T22:30:00Z,2025-08-12T21:56:00Z,2025-08-13T00:20:00Z,126,B737-700,Mainline,102,42,43
UA,2426,11-08-2025,ORD,IAH,2025-08-11T19:35:00Z,2025-08-11T22:24:00Z,2025-08-11T20:00:00Z,2025-08-11T22:42:00Z,179,B737-900,Mainline,71,67,56
G7,4491,06-08-2025,ORD,CAE,2025-08-06T18:30:00Z,2025-08-06T21:45:00Z,2025-08-06T18:30:00Z,2025-08-06T21:39:00Z,50,CRJ-550,Express,80,84,29
OO,5474,12-08-2025,ORD,MBS,2025-08-12T18:35:00Z,2025-08-12T21:02:00Z,2025-08-12T19:03:00Z,2025-08-12T21:54:00Z,50,CRJ-550,Express,312,334,29
UA,2609,06-08-2025,ORD,SNA,2025-08-06T09:04:00Z,2025-08-06T11:38:00Z,2025-08-06T09:03:00Z,2025-08-06T11:37:00Z,126,B737-700,Mainline,59,64,43
OO,5020,11-08-2025,ORD,FOD,2025-08-11T12:30:00Z,2025-08-11T14:03:00Z,2025-08-11T12:24:00Z,2025-08-11T13:39:00Z,50,CRJ-200,Express,40,57,29
OO,4718,01-08-2025,ORD,DAY,2025-08-01T14:30:00Z,2025-08-01T16:58:00Z,2025-08-01T14:24:00Z,2025-08-01T16:41:00Z,76,ERJ-175,Express,80,56,34
YX,3707,03-08-2025,ORD,IND,2025-08-03T19:45:00Z,2025-08-03T22:00:00Z,2025-08-03T21:08:00Z,2025-08-03T23:11:00Z,76,ERJ-175,Express,59,118,39
UA,416,06-08-2025,ORD,MXP,2025-08-06T21:35:00Z,2025-08-07T13:20:00Z,2025-08-06T23:34:00Z,2025-08-07T15:24:00Z,243,B787-8,Mainline,205,330,150
UA,1655,09-08-2025,ORD,DCA,2025-08-09T18:00:00Z,2025-08-09T21:02:00Z,2025-08-09T18:07:00Z,2025-08-09T20:52:00Z,150,A320-200,Mainline,70,82,46
OO,5269,14-08-2025,ORD,PIA,2025-08-14T13:55:00Z,2025-08-14T15:03:00Z,2025-08-14T13:56:00Z,2025-08-14T15:05:00Z,50,CRJ-200,Express,110,25,29
UA,2865,04-08-2025,ORD,LGA,2025-08-04T18:30:00Z,2025-08-04T21:54:00Z,2025-08-04T18:24:00Z,2025-08-04T21:44:00Z,166,B737-800,Mainline,86,69,51
UA,2401,02-08-2025,ORD,NAS,2025-08-02T10:33:00Z,2025-08-02T14:59:00Z,2025-08-02T10:28:00Z,2025-08-02T14:46:00Z,166,B737-800,Mainline,64,84,65
UA,909,14-08-2025,ORD,AMS,2025-08-14T18:15:00Z,2025-08-15T09:20:00Z,2025-08-14T18:38:00Z,2025-08-15T09:33:00Z,243,B787-8,Mainline,3150,3180,150
UA,118,15-08-2025,ORD,EDI,2025-08-15T18:40:00Z,2025-08-16T08:25:00Z,2025-08-15T18:43:00Z,2025-08-16T08:40:00Z,176,B757-200,Mainline,290,286,122
UA,576,01-08-2025,ORD,LAX,2025-08-01T15:35:00Z,2025-08-01T18:06:00Z,2025-08-01T16:05:00Z,2025-08-01T18:41:00Z,200,A321-2NX,Mainline,72,116,62
G7,4568,03-08-2025,ORD,SCE,2025-08-03T10:35:00Z,2025-08-03T13:25:00Z,2025-08-03T10:28:00Z,2025-08-03T13:00:00Z,50,CRJ-550,Express,49,55,29
G7,4554,04-08-2025,ORD,GRB,2025-08-04T14:00:00Z,2025-08-04T15:11:00Z,2025-08-04T13:56:00Z,2025-08-04T14:59:00Z,50,CRJ-550,Express,135,142,29
OO,5731,11-08-2025,ORD,STL,2025-08-11T11:01:00Z,2025-08-11T12:27:00Z,2025-08-11T10:56:00Z,2025-08-11T12:10:00Z,76,ERJ-175,Express,86,78,34
OO,5272,07-08-2025,ORD,MSN,2025-08-07T10:35:00Z,2025-08-07T11:43:00Z,2025-08-07T10:34:00Z,2025-08-07T11:20:00Z,50,CRJ-550,Express,69,45,29
YX,3598,03-08-2025,ORD,SDF,2025-08-03T17:55:00Z,2025-08-03T20:26:00Z,2025-08-03T18:03:00Z,2025-08-03T20:14:00Z,76,ERJ-175,Express,67,90,34
UA,2092,06-08-2025,ORD,LGA,2025-08-06T08:00:00Z,2025-08-06T11:18:00Z,2025-08-06T07:50:00Z,2025-08-06T10:58:00Z,166,B737-MAX8,Mainline,123,147,57
UA,1617,11-08-2025,ORD,PHL,2025-08-11T14:20:00Z,2025-08-11T17:36:00Z,2025-08-11T14:26:00Z,2025-08-11T18:01:00Z,166,B737-800,Mainline,65,72,51
G7,4599,02-08-2025,ORD,BHM,2025-08-02T19:45:00Z,2025-08-02T21:49:00Z,2025-08-02T19:41:00Z,2025-08-02T21:20:00Z,50,CRJ-550,Express,65,71,29
UA,2278,14-08-2025,ORD,SEA,2025-08-14T16:15:00Z,2025-08-14T18:58:00Z,2025-08-14T16:14:00Z,2025-08-14T18:35:00Z,200,A321-2NX,Mainline,80,103,62
UA,1100,09-08-2025,ORD,PDX,2025-08-09T07:10:00Z,2025-08-09T09:42:00Z,2025-08-09T07:06:00Z,2025-08-09T09:57:00Z,179,B737-900,Mainline,139,132,62
OO,5930,07-08-2025,ORD,FAR,2025-08-07T13:20:00Z,2025-08-07T15:29:00Z,2025-08-07T13:24:00Z,2025-08-07T15:36:00Z,50,CRJ-200,Express,1371,1379,29
UA,1975,04-08-2025,ORD,ATL,2025-08-04T07:30:00Z,2025-08-04T10:40:00Z,2025-08-04T07:26:00Z,2025-08-04T10:54:00Z,126,A319-100,Mainline,667,653,43
UA,721,05-08-2025,ORD,BOS,2025-08-05T09:15:00Z,2025-08-05T12:50:00Z,2025-08-05T09:08:00Z,2025-08-05T12:49:00Z,179,B737-MAX9,Mainline,72,73,56
G7,4559,09-08-2025,ORD,SDF,2025-08-09T10:55:00Z,2025-08-09T13:24:00Z,2025-08-09T10:49:00Z,2025-08-09T13:06:00Z,50,CRJ-550,Express,63,88,29
UA,2280,12-08-2025,ORD,MCO,2025-08-12T07:10:00Z,2025-08-12T11:04:00Z,2025-08-12T07:05:00Z,2025-08-12T10:38:00Z,200,A321-2NX,Mainline,477,479,62
UA,2483,03-08-2025,ORD,IAH,2025-08-03T10:35:00Z,2025-08-03T13:29:00Z,2025-08-03T10:34:00Z,2025-08-03T13:06:00Z,179,B737-900,Mainline,73,105,56
UA,556,15-08-2025,ORD,CLT,2025-08-15T07:00:00Z,2025-08-15T10:12:00Z,2025-08-15T07:03:00Z,2025-08-15T10:03:00Z,179,B737-900,Mainline,68,92,62
UA,1923,10-08-2025,ORD,CID,2025-08-10T20:05:00Z,2025-08-10T21:21:00Z,2025-08-10T20:36:00Z,2025-08-10T22:03:00Z,126,A319-100,Mainline,49,90,43
UA,2657,01-08-2025,ORD,IAH,2025-08-01T12:45:00Z,2025-08-01T15:40:00Z,2025-08-01T12:47:00Z,2025-08-01T15:57:00Z,179,B737-MAX9,Mainline,94,97,56
OO,5045,08-08-2025,ORD,RHI,2025-08-08T16:35:00Z,2025-08-08T17:57:00Z,2025-08-08T16:30:00Z,2025-08-08T18:05:00Z,50,CRJ-200,Express,42,64,29
OO,5980,02-08-2025,ORD,GTF,2025-08-02T08:45:00Z,2025-08-02T11:29:00Z,2025-08-02T08:43:00Z,2025-08-02T10:55:00Z,76,ERJ-175,Express,40,50,34
UA,2100,06-08-2025,ORD,SLC,2025-08-06T13:11:00Z,2025-08-06T15:40:00Z,2025-08-06T13:19:00Z,2025-08-06T15:41:00Z,166,B737-800,Mainline,68,77,51
UA,1674,02-08-2025,ORD,AUA,2025-08-02T08:36:00Z,2025-08-02T14:50:00Z,2025-08-02T08:36:00Z,2025-08-02T14:47:00Z,179,B737-900,Mainline,62,68,70
UA,609,02-08-2025,ORD,PHX,2025-08-02T13:34:00Z,2025-08-02T15:22:00Z,2025-08-02T13:34:00Z,2025-08-02T15:07:00Z,179,B737-900,Mainline,68,87,56
OO,5624,03-08-2025,ORD,LEX,2025-08-03T17:50:00Z,2025-08-03T20:21:00Z,2025-08-03T17:51:00Z,2025-08-03T20:05:00Z,76,ERJ-175,Express,65,63,34
UA,1584,15-08-2025,ORD,LAX,2025-08-15T10:50:00Z,2025-08-15T13:23:00Z,2025-08-15T10:49:00Z,2025-08-15T13:01:00Z,200,A321-2NX,Mainline,72,90,62
